Votes,Avg_Rating,Geek_Rating
,,
N/A,N/A,N/A
,,
4,7.5,N/A
,,
13,5.77,N/A
,,
3,5.33,N/A
,,
1,8,N/A
,,
4,6,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
7,7.86,N/A
,,
8,9.19,N/A
,,
21,8,N/A
,,
7,6.21,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
10,6.75,N/A
,,
7,5.57,N/A
,,
7,6.79,N/A
,,
1,7.5,N/A
,,
6,7,N/A
,,
8,6.19,N/A
,,
N/A,N/A,N/A
,,
15,6.11,N/A
,,
2,7.5,N/A
,,
3,5.5,N/A
,,
70,7.61,5.61
,,
55,7.16,5.573
,,
46,7.45,5.566
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
6,6.67,N/A
,,
1,4,N/A
,,
38,8.15,5.575
,,
11,6.95,N/A
,,
3,5.67,N/A
,,
565,7.54,6.119
,,
43,7.12,5.549
,,
11,6.9,N/A
,,
101,7.52,5.659
,,
45,7.27,5.562
,,
47,7.09,5.557
,,
4,6.5,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
8,6.56,N/A
,,
40,7.64,5.557
,,
11,6.91,N/A
,,
117,7.23,5.646
,,
21,6.1,N/A
,,
2,4.75,N/A
,,
7,8.57,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
12,7.33,N/A
,,
13,7.19,N/A
,,
13,7.46,N/A
,,
12,7.33,N/A
,,
90,7.63,5.635
,,
3,5.33,N/A
,,
N/A,N/A,N/A
,,
2,6,N/A
,,
3,6.33,N/A
,,
4,5.44,N/A
,,
5,5.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
3,7,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
2,6.5,N/A
,,
2,6,N/A
,,
17,5.74,N/A
,,
62,6.82,5.554
,,
8,7.25,N/A
,,
12,6.96,N/A
,,
47,7.51,5.573
,,
65,5.84,5.518
,,
12,7.21,N/A
,,
1,6,N/A
,,
51,7.63,5.574
,,
43,7.56,5.572
,,
124,7.04,5.63
,,
45,7.08,5.557
,,
N/A,N/A,N/A
,,
21,6.05,N/A
,,
N/A,N/A,N/A
,,
9,6.86,N/A
,,
3,6,N/A
,,
9,6.67,N/A
,,
11,6.82,N/A
,,
25,6.22,N/A
,,
N/A,N/A,N/A
,,
3,3.67,N/A
,,
6,7.33,N/A
,,
N/A,N/A,N/A
,,
2,8.25,N/A
,,
4,6.5,N/A
,,
N/A,N/A,N/A
,,
1,7.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
14,6.14,N/A
,,
4,4.5,N/A
,,
1,7,N/A
,,
4,5,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
10,7.37,N/A
,,
57,7.37,5.585
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
7,8.29,N/A
,,
7,7.86,N/A
,,
1,8,N/A
,,
9,6.5,N/A
,,
N/A,N/A,N/A
,,
126,7.35,5.664
,,
N/A,N/A,N/A
,,
12,6.92,N/A
,,
N/A,N/A,N/A
,,
157,7.72,5.748
,,
N/A,N/A,N/A
,,
11,7.32,N/A
,,
13,6.85,N/A
,,
16,7.47,N/A
,,
20,7.67,N/A
,,
14,7.36,N/A
,,
16,7.44,N/A
,,
15,7.33,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
5,7.4,N/A
,,
4,4.5,N/A
,,
5,7.8,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
3,8.5,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
90,7.95,5.641
,,
17,6.41,N/A
,,
10,8.8,N/A
,,
16,5.44,N/A
,,
11,8.91,N/A
,,
6,8.5,N/A
,,
14,7.25,N/A
,,
1,6.5,N/A
,,
N/A,N/A,N/A
,,
25,8.42,N/A
,,
N/A,N/A,N/A
,,
4,6.5,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
418,7.39,5.964
,,
13,9,N/A
,,
4,6,N/A
,,
2,5.5,N/A
,,
7,8.43,N/A
,,
14,6.36,N/A
,,
3,5,N/A
,,
39,7.88,5.562
,,
2,5.5,N/A
,,
26,6.88,N/A
,,
498,8.26,6.273
,,
46,6.84,5.541
,,
5,6.22,N/A
,,
N/A,N/A,N/A
,,
6,7.33,N/A
,,
8,7.25,N/A
,,
N/A,N/A,N/A
,,
11,7.77,N/A
,,
N/A,N/A,N/A
,,
16,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6,N/A
,,
1,8,N/A
,,
2,4.9,N/A
,,
1,3,N/A
,,
29,7.87,N/A
,,
6,5.88,N/A
,,
N/A,N/A,N/A
,,
9,5.39,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,7.42,N/A
,,
22,6.49,N/A
,,
27,6.76,N/A
,,
8,7.75,N/A
,,
67,7.67,5.608
,,
8,3.5,N/A
,,
4,6.5,N/A
,,
1,6,N/A
,,
1,8,N/A
,,
2,5.5,N/A
,,
8,7.06,N/A
,,
17,5.59,N/A
,,
11,8.23,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
3,6.73,N/A
,,
4,6.88,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,6.5,N/A
,,
8,4.38,N/A
,,
11,5.77,N/A
,,
1,7.5,N/A
,,
1,8,N/A
,,
44,7.45,5.564
,,
2,5,N/A
,,
1,5,N/A
,,
1,6,N/A
,,
1,7,N/A
,,
53,7.09,5.558
,,
12,4.83,N/A
,,
63,7,5.569
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
16,8.69,N/A
,,
22,6.22,N/A
,,
1,6,N/A
,,
11,6.64,N/A
,,
3,7.25,N/A
,,
9,7.78,N/A
,,
39,7.92,5.562
,,
40,7.94,5.566
,,
91,8.14,5.646
,,
114,8.02,5.681
,,
2,5.5,N/A
,,
91,8.23,5.676
,,
55,8.16,5.604
,,
73,8.47,5.644
,,
9,5.61,N/A
,,
3,6.33,N/A
,,
2,5,N/A
,,
7,7.5,N/A
,,
2,5.5,N/A
,,
2,5.5,N/A
,,
7,6.29,N/A
,,
1,8,N/A
,,
9,8.22,N/A
,,
7,7.14,N/A
,,
14,5.59,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
21,6.14,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
51,6.93,5.552
,,
29,7.33,N/A
,,
3,5.83,N/A
,,
7,7.43,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,6.6,N/A
,,
53,7.77,5.586
,,
50,7.69,5.578
,,
3,8.33,N/A
,,
6,5.5,N/A
,,
5,6.88,N/A
,,
11,5.36,N/A
,,
8,5.71,N/A
,,
N/A,N/A,N/A
,,
7,7.53,N/A
,,
30,7.33,5.545
,,
28,7.12,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
1,5,N/A
,,
1,3,N/A
,,
52,7.58,5.577
,,
50,7.74,5.58
,,
28,7.66,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
73,7.63,5.593
,,
4,4,N/A
,,
1,5,N/A
,,
6,6.67,N/A
,,
1,6,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
13,6.92,N/A
,,
3,6.33,N/A
,,
8,7.12,N/A
,,
35,7.64,5.561
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
13,6.65,N/A
,,
6,5.5,N/A
,,
N/A,N/A,N/A
,,
15,7.44,N/A
,,
4,7.25,N/A
,,
4,5.5,N/A
,,
N/A,N/A,N/A
,,
2,7,N/A
,,
2,7,N/A
,,
2,7,N/A
,,
2,7,N/A
,,
7,4.69,N/A
,,
3,6,N/A
,,
19,7.24,N/A
,,
1,6,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
79,8.2,5.665
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,6.35,N/A
,,
6,5.58,N/A
,,
23,7.7,N/A
,,
4,6.75,N/A
,,
91,7.31,5.614
,,
N/A,N/A,N/A
,,
8,5.44,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
12,7.29,N/A
,,
2,3,N/A
,,
15,7.45,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
26,5.69,N/A
,,
269,8.11,5.932
,,
269,8.09,5.933
,,
8,6,N/A
,,
6,6.33,N/A
,,
5,7.2,N/A
,,
N/A,N/A,N/A
,,
1,9,N/A
,,
4,7.93,N/A
,,
23,5.1,N/A
,,
10,6.8,N/A
,,
14,6.82,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
16,7,N/A
,,
3,4.17,N/A
,,
10,7.44,N/A
,,
2,5.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
28,6.32,N/A
,,
14,7.12,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
44,7.33,5.558
,,
35,7.74,5.547
,,
11,6.95,N/A
,,
5,6.6,N/A
,,
1315,8.37,6.864
,,
15,8.07,N/A
,,
21,7.21,N/A
,,
14,7.76,N/A
,,
17,7.95,N/A
,,
8,5.38,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
13,6.27,N/A
,,
13,6.08,N/A
,,
13,5.62,N/A
,,
24,7.53,N/A
,,
13,6.81,N/A
,,
6,4.83,N/A
,,
11,7.64,N/A
,,
14,7.61,N/A
,,
11,6.45,N/A
,,
3,7.67,N/A
,,
3,6.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
12,7.42,N/A
,,
15,5.58,N/A
,,
11,7.11,N/A
,,
1,6,N/A
,,
11,8.36,N/A
,,
2,5.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
4,6.5,N/A
,,
N/A,N/A,N/A
,,
17,6.62,N/A
,,
25,7.72,N/A
,,
10,7.45,N/A
,,
10,7.55,N/A
,,
18,5.92,N/A
,,
N/A,N/A,N/A
,,
13,6.36,N/A
,,
18,6.31,N/A
,,
1,5,N/A
,,
23,8.03,N/A
,,
20,6.35,N/A
,,
N/A,N/A,N/A
,,
26,7.7,N/A
,,
10,8.5,N/A
,,
N/A,N/A,N/A
,,
4,7.25,N/A
,,
N/A,N/A,N/A
,,
6,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
12,7.25,N/A
,,
5,4,N/A
,,
15,7.67,N/A
,,
N/A,N/A,N/A
,,
3,6.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
18,6.75,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
33,8.12,5.561
,,
16,5.93,N/A
,,
1,7,N/A
,,
1,6.5,N/A
,,
5,6.8,N/A
,,
7,6,N/A
,,
18,8.39,N/A
,,
77,7.4,5.599
,,
1,3,N/A
,,
1,4,N/A
,,
56,7.5,5.576
,,
1,2,N/A
,,
13,6.81,N/A
,,
5,6.5,N/A
,,
N/A,N/A,N/A
,,
6,6.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,5,N/A
,,
53,7.17,5.572
,,
45,7.15,5.56
,,
6,5.92,N/A
,,
2,8,N/A
,,
N/A,N/A,N/A
,,
2,4.5,N/A
,,
1,7.5,N/A
,,
1,5,N/A
,,
1,2,N/A
,,
3,7.5,N/A
,,
1,3,N/A
,,
321,7.27,5.845
,,
2,7.75,N/A
,,
12,7.83,N/A
,,
24,6.9,N/A
,,
N/A,N/A,N/A
,,
4,5.25,N/A
,,
3,6.33,N/A
,,
1,4,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
5,6.2,N/A
,,
26,6.15,N/A
,,
4,4,N/A
,,
14,6.64,N/A
,,
1,4,N/A
,,
1,5,N/A
,,
4,5,N/A
,,
2,5.5,N/A
,,
2,1.5,N/A
,,
2,7,N/A
,,
115,7.77,5.687
,,
14,6.24,N/A
,,
5,7.2,N/A
,,
N/A,N/A,N/A
,,
62,8.27,5.63
,,
5,4.2,N/A
,,
12,6.78,N/A
,,
N/A,N/A,N/A
,,
45,8.23,5.596
,,
53,8.4,5.614
,,
44,8.22,5.593
,,
47,8.22,5.6
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
12,7.21,N/A
,,
7,5.71,N/A
,,
29,5.98,N/A
,,
15,7.5,N/A
,,
17,7.24,N/A
,,
3,2.67,N/A
,,
5,6.2,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
34,7.85,5.545
,,
3,5.67,N/A
,,
3,7.33,N/A
,,
14,5.43,N/A
,,
1,6,N/A
,,
29,5.86,N/A
,,
64,7.86,5.613
,,
27,7.39,N/A
,,
3,6.67,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,4,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
4,5.5,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
1,6.5,N/A
,,
N/A,N/A,N/A
,,
23,7.42,N/A
,,
12,5.79,N/A
,,
N/A,N/A,N/A
,,
14,6.68,N/A
,,
3,6.67,N/A
,,
7,7.57,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
2,6.5,N/A
,,
3,7,N/A
,,
20,6.33,N/A
,,
26,7.21,N/A
,,
29,4.16,N/A
,,
2589,7.57,6.758
,,
7,7.17,N/A
,,
13,7.46,N/A
,,
6,5.27,N/A
,,
N/A,N/A,N/A
,,
3,5,N/A
,,
3,5,N/A
,,
9,6.44,N/A
,,
10,6.1,N/A
,,
10,8.5,N/A
,,
1,4,N/A
,,
8,8.25,N/A
,,
7,8.57,N/A
,,
N/A,N/A,N/A
,,
2,5,N/A
,,
2,5,N/A
,,
3,8.33,N/A
,,
2,5.25,N/A
,,
3,8.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
253,8.44,5.994
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,2,N/A
,,
3,6,N/A
,,
2,5.5,N/A
,,
20,7.88,N/A
,,
7,7.57,N/A
,,
6,7.33,N/A
,,
7,7.57,N/A
,,
28,7.85,N/A
,,
1,4,N/A
,,
6,8.5,N/A
,,
7,7.71,N/A
,,
7,7.57,N/A
,,
23,5.52,N/A
,,
6,7.83,N/A
,,
19,6.03,N/A
,,
4,6.25,N/A
,,
24,5.71,N/A
,,
N/A,N/A,N/A
,,
197,8.06,5.855
,,
2,7.5,N/A
,,
6,7.4,N/A
,,
31,7.38,5.537
,,
25,7.07,N/A
,,
34,7.27,5.543
,,
81,7.39,5.605
,,
57,7.9,5.603
,,
38,7.61,5.554
,,
N/A,N/A,N/A
,,
5,3.8,N/A
,,
7,5.53,N/A
,,
10,7.73,N/A
,,
92,7.35,5.629
,,
107,7.88,5.693
,,
79,7.87,5.644
,,
3,6.83,N/A
,,
N/A,N/A,N/A
,,
5,6.8,N/A
,,
8,4.94,N/A
,,
25,6.09,N/A
,,
2,8,N/A
,,
6,8.33,N/A
,,
9,8.11,N/A
,,
6,6,N/A
,,
N/A,N/A,N/A
,,
24,7.12,N/A
,,
2,6.22,N/A
,,
26,8.38,N/A
,,
3,5.33,N/A
,,
3,5.67,N/A
,,
16,6.52,N/A
,,
6,6.17,N/A
,,
3,6.67,N/A
,,
2,3.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,5.8,N/A
,,
9,6.33,N/A
,,
5,4.8,N/A
,,
2,5.5,N/A
,,
1,6.5,N/A
,,
2,4.75,N/A
,,
1,7,N/A
,,
6,6.25,N/A
,,
8,7.66,N/A
,,
1,9,N/A
,,
N/A,N/A,N/A
,,
5,6.5,N/A
,,
20,7.42,N/A
,,
86,8.08,5.641
,,
80,8.06,5.632
,,
11,7.18,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
68,7.3,5.597
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
5,8.8,N/A
,,
1,8,N/A
,,
16,5.66,N/A
,,
1,4,N/A
,,
2,6.5,N/A
,,
17,7.21,N/A
,,
69,7.59,5.6
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
102,8.37,5.706
,,
5,7.8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,4.75,N/A
,,
1,7.5,N/A
,,
2,4.75,N/A
,,
1,8,N/A
,,
2,5,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
24,8.23,N/A
,,
26,7.14,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
1,6,N/A
,,
17,7,N/A
,,
N/A,N/A,N/A
,,
26,7.19,N/A
,,
98,8.34,5.693
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
16,6.37,N/A
,,
N/A,N/A,N/A
,,
338,7.83,5.96
,,
267,7.79,5.864
,,
14,6.25,N/A
,,
N/A,N/A,N/A
,,
12,5.42,N/A
,,
4,6.5,N/A
,,
9,6.17,N/A
,,
9,6.06,N/A
,,
7,6.71,N/A
,,
1,6,N/A
,,
4,5.5,N/A
,,
7,7.74,N/A
,,
7,6.74,N/A
,,
1,5.6,N/A
,,
4,7.25,N/A
,,
23,6.99,N/A
,,
91,8.05,5.672
,,
85,8.07,5.662
,,
2,7.5,N/A
,,
27,5.99,N/A
,,
2,6.5,N/A
,,
2,3,N/A
,,
2,6,N/A
,,
14,5.86,N/A
,,
7,3,N/A
,,
11,7.36,N/A
,,
26,5.7,N/A
,,
5,6.33,N/A
,,
4,6,N/A
,,
4,5.69,N/A
,,
15,7.3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
1,5,N/A
,,
2,5,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
6,7.18,N/A
,,
15,6.64,N/A
,,
5,7.6,N/A
,,
9,6.83,N/A
,,
N/A,N/A,N/A
,,
3,6.33,N/A
,,
3,6.17,N/A
,,
6,6.25,N/A
,,
21,7.29,N/A
,,
37,7.91,5.566
,,
34,7.84,5.558
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
17,7.36,N/A
,,
14,5.29,N/A
,,
17,6.82,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,8,N/A
,,
9,5.69,N/A
,,
N/A,N/A,N/A
,,
22,7.48,N/A
,,
1,8,N/A
,,
2,7,N/A
,,
176,7.53,5.74
,,
22,5.86,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
5,8,N/A
,,
9,7.44,N/A
,,
5,6.8,N/A
,,
N/A,N/A,N/A
,,
5,6.76,N/A
,,
5,6.6,N/A
,,
882,7.25,6.204
,,
N/A,N/A,N/A
,,
1144,8.83,7.01
,,
1,5,N/A
,,
64,7.95,5.602
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6.33,N/A
,,
N/A,N/A,N/A
,,
4,5.25,N/A
,,
N/A,N/A,N/A
,,
15,6.9,N/A
,,
143,6.98,5.626
,,
6,6.33,N/A
,,
14,7.75,N/A
,,
17,7.71,N/A
,,
18,7.78,N/A
,,
3,7.33,N/A
,,
1,5,N/A
,,
5,7.6,N/A
,,
1,6,N/A
,,
2,5.5,N/A
,,
207,8.2,5.857
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
4,4.75,N/A
,,
1,5,N/A
,,
1,3,N/A
,,
2,4.5,N/A
,,
4,6,N/A
,,
6,6.38,N/A
,,
4,6.29,N/A
,,
4,5.75,N/A
,,
3,5.32,N/A
,,
9,6.56,N/A
,,
10,7.72,N/A
,,
7,7.43,N/A
,,
5,7.4,N/A
,,
1,8,N/A
,,
80,7.48,5.579
,,
13,7.19,N/A
,,
N/A,N/A,N/A
,,
6,6.04,N/A
,,
8,6.44,N/A
,,
4,4.81,N/A
,,
6,5.38,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
10,7.5,N/A
,,
9,7.06,N/A
,,
14,7.43,N/A
,,
12,6.92,N/A
,,
11,7.82,N/A
,,
10,7.2,N/A
,,
11,7.45,N/A
,,
1,4,N/A
,,
2,7.5,N/A
,,
26,7.37,N/A
,,
6,6.53,N/A
,,
17,5.29,N/A
,,
10,6.6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
10,8.5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
86,7.33,5.609
,,
7,6.75,N/A
,,
3,5.25,N/A
,,
4,6,N/A
,,
8,6.5,N/A
,,
N/A,N/A,N/A
,,
19,6.58,N/A
,,
2,7.5,N/A
,,
5138,8.41,7.788
,,
36,6.98,5.54
,,
18,6.42,N/A
,,
28,7.07,N/A
,,
4,7.75,N/A
,,
17,7.15,N/A
,,
31,7.52,5.533
,,
19,7.24,N/A
,,
30,7.4,5.536
,,
13,6.71,N/A
,,
14,7.89,N/A
,,
4,6.25,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
4,6.04,N/A
,,
3,5.32,N/A
,,
3,5.38,N/A
,,
8,3.88,N/A
,,
22,6.25,N/A
,,
6,7.6,N/A
,,
13,5.35,N/A
,,
20,6.59,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
3,5.33,N/A
,,
5,6.33,N/A
,,
5,6,N/A
,,
N/A,N/A,N/A
,,
4,5.75,N/A
,,
3,5.33,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
5,5.6,N/A
,,
14,6.14,N/A
,,
2,6.5,N/A
,,
2,4.25,N/A
,,
4,6.75,N/A
,,
N/A,N/A,N/A
,,
342,7.87,6.011
,,
2,5,N/A
,,
39,7.46,5.556
,,
92,6.32,5.556
,,
79,6.44,5.556
,,
82,6.41,5.556
,,
108,6.4,5.556
,,
50,7.21,5.556
,,
125,6.12,5.556
,,
93,6.37,5.556
,,
40,7.21,5.556
,,
270,5.87,5.556
,,
127,6.53,5.556
,,
155,6.07,5.556
,,
53,6.92,5.555
,,
145,6.08,5.555
,,
121,6.23,5.555
,,
65,6.76,5.555
,,
147,6.11,5.555
,,
46,7.18,5.555
,,
57,6.84,5.555
,,
39,7.37,5.555
,,
87,6.34,5.555
,,
432,5.79,5.555
,,
41,7.04,5.555
,,
74,6.55,5.555
,,
85,6.36,5.555
,,
66,6.69,5.555
,,
91,6.4,5.555
,,
40,7.59,5.555
,,
38,7.68,5.555
,,
54,6.84,5.555
,,
60,8.03,5.555
,,
87,6.41,5.555
,,
42,7.37,5.555
,,
117,6.29,5.555
,,
124,6.11,5.555
,,
58,6.79,5.555
,,
49,8.84,5.555
,,
86,6.63,5.555
,,
50,7.96,5.555
,,
71,6.63,5.555
,,
91,6.29,5.555
,,
43,7.53,5.555
,,
33,8.27,5.555
,,
58,7.1,5.555
,,
87,6.38,5.555
,,
59,6.71,5.555
,,
74,6.7,5.555
,,
42,7.2,5.555
,,
98,6.2,5.555
,,
44,7.27,5.555
,,
97,6.23,5.555
,,
107,6.19,5.555
,,
89,6.63,5.555
,,
126,6.09,5.555
,,
119,6.41,5.555
,,
42,7.17,5.555
,,
165,6.07,5.555
,,
156,6.08,5.555
,,
89,6.28,5.555
,,
42,7.3,5.555
,,
90,6.3,5.555
,,
81,6.57,5.555
,,
47,6.95,5.555
,,
41,7.29,5.555
,,
73,7.01,5.555
,,
117,6.2,5.555
,,
103,6.51,5.555
,,
102,6.27,5.555
,,
118,6.23,5.555
,,
267,5.91,5.555
,,
36,7.33,5.555
,,
83,6.42,5.555
,,
91,6.37,5.554
,,
214,5.92,5.554
,,
44,7.57,5.554
,,
84,6.4,5.554
,,
79,6.45,5.554
,,
33,7.78,5.554
,,
64,6.57,5.554
,,
46,7.2,5.554
,,
77,6.61,5.554
,,
42,7.57,5.554
,,
119,7.18,5.554
,,
38,7.23,5.554
,,
133,6.13,5.554
,,
62,6.57,5.554
,,
41,7.2,5.554
,,
30,7.57,5.554
,,
56,8.61,5.554
,,
73,6.5,5.554
,,
49,6.98,5.554
,,
83,6.76,5.554
,,
85,6.39,5.554
,,
83,6.35,5.554
,,
429,5.78,5.554
,,
157,6.03,5.554
,,
34,7.62,5.554
,,
34,7.76,5.554
,,
45,7.17,5.554
,,
163,5.96,5.554
,,
248,8.29,5.887
,,
3,5.38,N/A
,,
3,5.33,N/A
,,
5,6.4,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
251,8.21,5.909
,,
219,8.13,5.853
,,
216,8.06,5.832
,,
24,6.47,N/A
,,
1,6,N/A
,,
24,7.96,N/A
,,
7,5.64,N/A
,,
3,7.17,N/A
,,
N/A,N/A,N/A
,,
8,7.38,N/A
,,
1,5,N/A
,,
4,6,N/A
,,
67,7.97,5.614
,,
1,4,N/A
,,
4,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,7.8,N/A
,,
12,5.33,N/A
,,
7,8.14,N/A
,,
7,8.21,N/A
,,
N/A,N/A,N/A
,,
8,6.5,N/A
,,
3,7.33,N/A
,,
3,6.67,N/A
,,
N/A,N/A,N/A
,,
10,7.32,N/A
,,
19,7.37,N/A
,,
17,7.65,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
1,8,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7.5,N/A
,,
3,5.83,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
21,5.49,N/A
,,
600,8.28,6.351
,,
66,8.12,5.623
,,
4,6.53,N/A
,,
2,5.5,N/A
,,
2,7.5,N/A
,,
N/A,N/A,N/A
,,
10,8.73,N/A
,,
3,6.67,N/A
,,
24,6.52,N/A
,,
2,5.5,N/A
,,
N/A,N/A,N/A
,,
2,6,N/A
,,
3,5.83,N/A
,,
2,5.5,N/A
,,
3,6,N/A
,,
3,5.67,N/A
,,
9,5.89,N/A
,,
9,6.22,N/A
,,
