Votes,Avg_Rating,Geek_Rating
,,
N/A,N/A,N/A
,,
9,6.06,N/A
,,
5,5.2,N/A
,,
2,4.5,N/A
,,
3,4.33,N/A
,,
2,5.5,N/A
,,
3,4.83,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,6.39,N/A
,,
27,6.89,N/A
,,
4,3.38,N/A
,,
13,6.18,N/A
,,
7,4.29,N/A
,,
8,7.12,N/A
,,
25,6.72,N/A
,,
14,5.64,N/A
,,
23,5.59,N/A
,,
24,6.83,N/A
,,
25,6.44,N/A
,,
N/A,N/A,N/A
,,
3,5.67,N/A
,,
1,8,N/A
,,
8,3.75,N/A
,,
17,5.56,N/A
,,
1,2,N/A
,,
4,3.75,N/A
,,
N/A,N/A,N/A
,,
13,5.15,N/A
,,
17,4.08,N/A
,,
6,6.03,N/A
,,
5,3.7,N/A
,,
19,4.07,N/A
,,
23,6.37,N/A
,,
N/A,N/A,N/A
,,
2,4,N/A
,,
3,8,N/A
,,
N/A,N/A,N/A
,,
3,4.67,N/A
,,
2,3,N/A
,,
5,6,N/A
,,
18,5.06,N/A
,,
4,2.15,N/A
,,
9,3.31,N/A
,,
17,4.5,N/A
,,
N/A,N/A,N/A
,,
7,3.15,N/A
,,
7,6.06,N/A
,,
1,7,N/A
,,
14,7.32,N/A
,,
11,4.91,N/A
,,
26,6.65,N/A
,,
29,6.74,N/A
,,
14,6.89,N/A
,,
14,5.14,N/A
,,
23,5.92,N/A
,,
7,2.29,N/A
,,
3,5.33,N/A
,,
10,3.8,N/A
,,
11,4.82,N/A
,,
16,4.59,N/A
,,
N/A,N/A,N/A
,,
11,4.35,N/A
,,
3,4,N/A
,,
7,4.27,N/A
,,
28,5.12,N/A
,,
6,3.5,N/A
,,
10,4.6,N/A
,,
4,6.75,N/A
,,
1,5,N/A
,,
12,4.35,N/A
,,
3,2.67,N/A
,,
2,3.5,N/A
,,
4,4.75,N/A
,,
22,3.9,N/A
,,
10,6.78,N/A
,,
11,6.36,N/A
,,
6,6.5,N/A
,,
3,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
27,4.67,N/A
,,
5,4.2,N/A
,,
12,4.88,N/A
,,
N/A,N/A,N/A
,,
26,5.01,N/A
,,
5,4.6,N/A
,,
3,4.67,N/A
,,
3,3.33,N/A
,,
2,3.05,N/A
,,
9,4.19,N/A
,,
29,6.33,N/A
,,
2,7,N/A
,,
2,2,N/A
,,
10,4.6,N/A
,,
3,4.33,N/A
,,
2,5.5,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
2,5.5,N/A
,,
3,4.33,N/A
,,
1,7,N/A
,,
15,6.13,N/A
,,
2,7,N/A
,,
12,5.33,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
14,4.57,N/A
,,
7,5.94,N/A
,,
2,5,N/A
,,
12,4.62,N/A
,,
3,6,N/A
,,
23,6.93,N/A
,,
6,5.5,N/A
,,
13,6.55,N/A
,,
3,5.13,N/A
,,
6,5.08,N/A
,,
10,4.85,N/A
,,
12,5.97,N/A
,,
N/A,N/A,N/A
,,
13,4.54,N/A
,,
6,5.17,N/A
,,
14,5.26,N/A
,,
3,5.33,N/A
,,
11,4.77,N/A
,,
16,4.19,N/A
,,
1,8,N/A
,,
15,5,N/A
,,
N/A,N/A,N/A
,,
5,4.4,N/A
,,
23,4.61,N/A
,,
10,4.7,N/A
,,
7,6.64,N/A
,,
9,4.67,N/A
,,
19,6.76,N/A
,,
26,6.56,N/A
,,
7,4.43,N/A
,,
13,5.33,N/A
,,
2,5.5,N/A
,,
4,6.88,N/A
,,
12,7.17,N/A
,,
24,4.79,N/A
,,
3,6.83,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
2,3.5,N/A
,,
4,4,N/A
,,
N/A,N/A,N/A
,,
21,5.54,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,4.33,N/A
,,
1,6,N/A
,,
18,4.79,N/A
,,
7,4.96,N/A
,,
9,4.56,N/A
,,
3,5.5,N/A
,,
3,5.17,N/A
,,
2,4,N/A
,,
2,2.5,N/A
,,
1,7,N/A
,,
2,3,N/A
,,
9,4.21,N/A
,,
1,3,N/A
,,
4,4.38,N/A
,,
2,7.15,N/A
,,
2,1,N/A
,,
24,5.75,N/A
,,
5,5.2,N/A
,,
5,3.9,N/A
,,
4,5,N/A
,,
2,4,N/A
,,
2,4,N/A
,,
2,7.25,N/A
,,
3,6,N/A
,,
8,4.38,N/A
,,
1,2,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
6,5.75,N/A
,,
4,4.88,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
7,5.5,N/A
,,
17,5.79,N/A
,,
10,4.7,N/A
,,
5,7.4,N/A
,,
6,4.33,N/A
,,
5,4.44,N/A
,,
2,7.5,N/A
,,
1,2,N/A
,,
2,5.5,N/A
,,
6,7.5,N/A
,,
1,6,N/A
,,
1,6.5,N/A
,,
11,4.73,N/A
,,
27,5.83,N/A
,,
N/A,N/A,N/A
,,
15,3.83,N/A
,,
2,3,N/A
,,
N/A,N/A,N/A
,,
7,6,N/A
,,
3,6.67,N/A
,,
9,5.33,N/A
,,
2,5,N/A
,,
N/A,N/A,N/A
,,
4,2.75,N/A
,,
1,2,N/A
,,
2,4.5,N/A
,,
1,7,N/A
,,
20,4.58,N/A
,,
3,3.67,N/A
,,
2,1,N/A
,,
10,5.85,N/A
,,
1,5,N/A
,,
28,5.45,N/A
,,
5,4.4,N/A
,,
5,3.4,N/A
,,
N/A,N/A,N/A
,,
15,5.49,N/A
,,
2,7,N/A
,,
5,3,N/A
,,
11,5.36,N/A
,,
1,2,N/A
,,
11,3.84,N/A
,,
14,4.14,N/A
,,
1,4,N/A
,,
5,3.2,N/A
,,
4,5,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
1,2,N/A
,,
1,2,N/A
,,
9,5.17,N/A
,,
1,4,N/A
,,
2,4.5,N/A
,,
2,4.5,N/A
,,
15,5.37,N/A
,,
4,2.5,N/A
,,
1,6,N/A
,,
16,4.78,N/A
,,
1,5,N/A
,,
27,5.18,N/A
,,
15,4.83,N/A
,,
6,6,N/A
,,
1,4,N/A
,,
2,6.25,N/A
,,
21,5.98,N/A
,,
13,5.31,N/A
,,
28,6.17,N/A
,,
23,5.67,N/A
,,
1,3,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
11,3.09,N/A
,,
18,4.33,N/A
,,
2,6,N/A
,,
6,4.67,N/A
,,
21,3.14,N/A
,,
2,3.5,N/A
,,
6,4.37,N/A
,,
12,4.38,N/A
,,
19,5.78,N/A
,,
N/A,N/A,N/A
,,
6,6.33,N/A
,,
N/A,N/A,N/A
,,
11,5,N/A
,,
4,5.75,N/A
,,
12,4.67,N/A
,,
10,4.95,N/A
,,
23,5.55,N/A
,,
17,5.53,N/A
,,
6,6,N/A
,,
2,4.5,N/A
,,
13,4.96,N/A
,,
22,5.64,N/A
,,
21,6.86,N/A
,,
6,5.83,N/A
,,
24,6.08,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,4,N/A
,,
3,7.17,N/A
,,
7,2.79,N/A
,,
16,6.27,N/A
,,
125,6.39,5.574
,,
7,5.86,N/A
,,
27,7.43,N/A
,,
11,6.86,N/A
,,
11,6.73,N/A
,,
23,8.09,N/A
,,
2,7.5,N/A
,,
27,6.27,N/A
,,
1,7,N/A
,,
10,4.5,N/A
,,
7,6.33,N/A
,,
2,6.75,N/A
,,
7,5.36,N/A
,,
1,6,N/A
,,
8,4.75,N/A
,,
13,6.96,N/A
,,
11,6.77,N/A
,,
9,7.11,N/A
,,
2,6,N/A
,,
N/A,N/A,N/A
,,
4,5.5,N/A
,,
4,6.97,N/A
,,
2,3.25,N/A
,,
3,5.33,N/A
,,
N/A,N/A,N/A
,,
9,6.47,N/A
,,
6,6.82,N/A
,,
N/A,N/A,N/A
,,
16,4.31,N/A
,,
26,5.92,N/A
,,
6,5.17,N/A
,,
10,5.05,N/A
,,
12,3.79,N/A
,,
5,5,N/A
,,
13,4.99,N/A
,,
3,5.33,N/A
,,
23,4.78,N/A
,,
2,3.5,N/A
,,
6,5,N/A
,,
5,6.5,N/A
,,
6,6.17,N/A
,,
4,3.12,N/A
,,
19,4.55,N/A
,,
2,7,N/A
,,
12,4.83,N/A
,,
18,6.86,N/A
,,
13,6.92,N/A
,,
22,5.95,N/A
,,
26,6.05,N/A
,,
N/A,N/A,N/A
,,
4,5.5,N/A
,,
26,4.99,N/A
,,
11,6.44,N/A
,,
1,3,N/A
,,
5,5.8,N/A
,,
1,4,N/A
,,
3,6.67,N/A
,,
4,4.12,N/A
,,
3,5,N/A
,,
18,4,N/A
,,
2,5.25,N/A
,,
11,5.74,N/A
,,
7,4.79,N/A
,,
18,4.11,N/A
,,
24,5.73,N/A
,,
20,4.8,N/A
,,
1,6.5,N/A
,,
3,3.33,N/A
,,
24,4.58,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,2.67,N/A
,,
4,6,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
2,3.5,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
1,5.5,N/A
,,
N/A,N/A,N/A
,,
15,4.23,N/A
,,
21,3.33,N/A
,,
20,5.12,N/A
,,
N/A,N/A,N/A
,,
9,5.89,N/A
,,
27,5.78,N/A
,,
12,3.21,N/A
,,
1,6,N/A
,,
4,3.5,N/A
,,
2,5,N/A
,,
2,4.75,N/A
,,
5,5,N/A
,,
3,4.67,N/A
,,
7,5.93,N/A
,,
7,4.29,N/A
,,
6,5.17,N/A
,,
3,5,N/A
,,
11,4.73,N/A
,,
9,5.07,N/A
,,
18,5.95,N/A
,,
17,5.59,N/A
,,
2,4.5,N/A
,,
9,6.72,N/A
,,
13,7.35,N/A
,,
8,7.6,N/A
,,
25,3.9,N/A
,,
7,7.17,N/A
,,
15,5.49,N/A
,,
1,6,N/A
,,
1,5,N/A
,,
16,5.41,N/A
,,
2,6.5,N/A
,,
11,7.55,N/A
,,
19,6.21,N/A
,,
11,3.98,N/A
,,
11,6.75,N/A
,,
10,5.4,N/A
,,
6,4.25,N/A
,,
1,7,N/A
,,
24,6.49,N/A
,,
66,5.38,5.49
,,
13,6.2,N/A
,,
5,4.6,N/A
,,
5,6.2,N/A
,,
23,6.48,N/A
,,
1,3.5,N/A
,,
13,6.5,N/A
,,
3,5,N/A
,,
13,7.12,N/A
,,
5,3.6,N/A
,,
20,3.56,N/A
,,
1,7.2,N/A
,,
12,6,N/A
,,
7,6,N/A
,,
9,5.56,N/A
,,
2,5.5,N/A
,,
1,7,N/A
,,
9,5.56,N/A
,,
10,4,N/A
,,
7,5.71,N/A
,,
27,4.87,N/A
,,
11,4,N/A
,,
14,5.35,N/A
,,
3,4.33,N/A
,,
N/A,N/A,N/A
,,
12,4.75,N/A
,,
2,6,N/A
,,
3,4,N/A
,,
1,6,N/A
,,
2,5,N/A
,,
12,6.46,N/A
,,
4,6.25,N/A
,,
3,4.67,N/A
,,
8,5.15,N/A
,,
5,6.8,N/A
,,
2,4.5,N/A
,,
4,2.5,N/A
,,
N/A,N/A,N/A
,,
28,7.55,N/A
,,
4,4,N/A
,,
5,3.2,N/A
,,
22,5.82,N/A
,,
6,5.38,N/A
,,
5,5.8,N/A
,,
1,7,N/A
,,
2,2,N/A
,,
1,5,N/A
,,
6,7.67,N/A
,,
7,4.02,N/A
,,
28,6.05,N/A
,,
8,5.86,N/A
,,
7,6.79,N/A
,,
7,4.71,N/A
,,
2,5,N/A
,,
3,6.83,N/A
,,
11,3.91,N/A
,,
16,6.23,N/A
,,
N/A,N/A,N/A
,,
3,7,N/A
,,
2,6.9,N/A
,,
4,4.25,N/A
,,
7,5.86,N/A
,,
10,4.53,N/A
,,
1,6,N/A
,,
3,5.83,N/A
,,
12,3.79,N/A
,,
2,5,N/A
,,
8,5,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
12,6.62,N/A
,,
1,7,N/A
,,
18,5.06,N/A
,,
20,5.47,N/A
,,
15,5.37,N/A
,,
20,6.08,N/A
,,
8,4.12,N/A
,,
4,6.5,N/A
,,
12,4.35,N/A
,,
6,4.83,N/A
,,
N/A,N/A,N/A
,,
15,3.6,N/A
,,
10,6.7,N/A
,,
8,5.75,N/A
,,
5,4.4,N/A
,,
9,6.03,N/A
,,
28,7.59,N/A
,,
23,7.41,N/A
,,
4,7,N/A
,,
15,3.97,N/A
,,
16,4.4,N/A
,,
N/A,N/A,N/A
,,
2,6.75,N/A
,,
5,4.78,N/A
,,
2,5.75,N/A
,,
4,6.25,N/A
,,
3,6.67,N/A
,,
10,2.6,N/A
,,
13,6.08,N/A
,,
5,2.6,N/A
,,
4,5.88,N/A
,,
1,2,N/A
,,
4,4.75,N/A
,,
2,5.5,N/A
,,
4,6.12,N/A
,,
17,6.12,N/A
,,
16,6.06,N/A
,,
8,5.81,N/A
,,
13,6.54,N/A
,,
N/A,N/A,N/A
,,
8,6.55,N/A
,,
20,6,N/A
,,
2,4,N/A
,,
5,5.3,N/A
,,
6,4.5,N/A
,,
28,4.68,N/A
,,
7,4.41,N/A
,,
3,5.5,N/A
,,
3,5.17,N/A
,,
5,6.7,N/A
,,
11,6.59,N/A
,,
28,5.23,N/A
,,
8,6.12,N/A
,,
473,7.44,6.023
,,
1146,6.64,6.023
,,
591,7.25,6.022
,,
863,6.81,6.022
,,
656,7.03,6.022
,,
2137,6.39,6.022
,,
741,6.89,6.022
,,
831,6.8,6.021
,,
1695,6.45,6.021
,,
583,7.21,6.021
,,
2423,6.38,6.021
,,
560,7.18,6.021
,,
2116,6.36,6.02
,,
1680,6.43,6.02
,,
356,8.04,6.02
,,
1507,6.45,6.02
,,
819,6.88,6.02
,,
507,7.32,6.02
,,
413,7.76,6.02
,,
766,6.9,6.019
,,
666,7.09,6.019
,,
1730,6.41,6.019
,,
1735,6.39,6.019
,,
5019,6.21,6.019
,,
943,6.72,6.019
,,
671,6.97,6.018
,,
770,6.88,6.018
,,
1628,6.44,6.018
,,
726,7.53,6.018
,,
1342,6.51,6.017
,,
627,7.12,6.016
,,
482,7.46,6.016
,,
600,7.25,6.016
,,
735,6.86,6.016
,,
413,7.64,6.015
,,
794,6.84,6.015
,,
459,7.85,6.015
,,
1086,6.64,6.015
,,
1245,6.77,6.015
,,
813,6.8,6.015
,,
996,6.76,6.014
,,
349,7.98,6.014
,,
662,7.09,6.014
,,
1584,6.42,6.014
,,
748,6.9,6.014
,,
747,6.86,6.013
,,
801,6.84,6.013
,,
1111,6.61,6.013
,,
1127,6.75,6.013
,,
660,7.11,6.013
,,
1650,6.55,6.013
,,
876,6.77,6.011
,,
604,7.28,6.011
,,
400,7.66,6.011
,,
392,8.32,6.011
,,
316,8.25,6.01
,,
1427,6.46,6.01
,,
463,7.49,6.01
,,
1782,6.39,6.01
,,
616,7.04,6.009
,,
452,7.85,6.009
,,
1572,6.42,6.009
,,
880,6.75,6.009
,,
1561,6.51,6.009
,,
360,7.98,6.008
,,
981,6.66,6.008
,,
346,8.03,6.008
,,
235,8.73,6.008
,,
1414,6.5,6.007
,,
659,7.01,6.007
,,
530,7.29,6.007
,,
881,6.77,6.007
,,
972,6.65,6.006
,,
440,7.43,6.006
,,
387,8.63,6.006
,,
584,7.48,6.005
,,
456,7.57,6.005
,,
1167,6.52,6.005
,,
604,7.07,6.005
,,
1269,6.55,6.005
,,
746,6.83,6.004
,,
720,6.91,6.004
,,
700,6.94,6.004
,,
712,7.01,6.004
,,
759,6.91,6.004
,,
6785,6.15,6.004
,,
999,6.63,6.003
,,
399,7.75,6.003
,,
533,7.19,6.003
,,
676,7.01,6.003
,,
863,6.73,6.003
,,
1100,6.59,6.001
,,
438,7.42,6.001
,,
1067,6.6,6
,,
355,8.19,5.999
,,
647,7.09,5.999
,,
470,7.38,5.998
,,
1684,6.37,5.998
,,
881,6.67,5.998
,,
2029,6.37,5.998
,,
9,5.39,N/A
,,
7,5.01,N/A
,,
10,6.9,N/A
,,
23,3.67,N/A
,,
4,3.12,N/A
,,
N/A,N/A,N/A
,,
13,6.42,N/A
,,
14,6.14,N/A
,,
3,3.33,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
2,4,N/A
,,
23,4.92,N/A
,,
24,6.22,N/A
,,
6,3.67,N/A
,,
5,4,N/A
,,
5,4.1,N/A
,,
20,6.38,N/A
,,
1,3,N/A
,,
13,6.05,N/A
,,
4,6.75,N/A
,,
6,3.75,N/A
,,
7,2.71,N/A
,,
3,5.33,N/A
,,
14,4.86,N/A
,,
7,4.57,N/A
,,
7,6.71,N/A
,,
14,6.25,N/A
,,
9,5.94,N/A
,,
24,5.47,N/A
,,
18,4.75,N/A
,,
2,4.5,N/A
,,
24,4.6,N/A
,,
N/A,N/A,N/A
,,
13,6.78,N/A
,,
5,5.2,N/A
,,
14,4.64,N/A
,,
5,6.2,N/A
,,
2,5.5,N/A
,,
28,5.67,N/A
,,
2,6,N/A
,,
11,4.27,N/A
,,
6,3.28,N/A
,,
3,7.33,N/A
,,
5,4.6,N/A
,,
11,5.45,N/A
,,
40,6.94,5.554
,,
8,4.81,N/A
,,
25,5.55,N/A
,,
129,7.79,5.695
,,
13,3.85,N/A
,,
778,6.46,5.815
,,
19,5.79,N/A
,,
25,4.56,N/A
,,
919,7.16,6.165
,,
3,5,N/A
,,
1098,6.43,5.884
,,
7,4.99,N/A
,,
10,7.85,N/A
,,
13,6.28,N/A
,,
22,7.09,N/A
,,
10,6.2,N/A
,,
5,5.2,N/A
,,
5,6,N/A
,,
18,7.06,N/A
,,
4,6,N/A
,,
5,5,N/A
,,
5,6.2,N/A
,,
25,5.92,N/A
,,
10,4.4,N/A
,,
19,4.63,N/A
,,
9,5.74,N/A
,,
24,4.84,N/A
,,
6,3.3,N/A
,,
4,5.75,N/A
,,
9,2.67,N/A
,,
12,5.42,N/A
,,
4,3.25,N/A
,,
6,6.17,N/A
,,
3,2.67,N/A
,,
47,6.45,5.526
,,
77,6.36,5.539
,,
20,5.97,N/A
,,
9,2.83,N/A
,,
24,6.17,N/A
,,
13,5.09,N/A
,,
7,5.29,N/A
,,
N/A,N/A,N/A
,,
3,5.33,N/A
,,
9,4.98,N/A
,,
6,5.25,N/A
,,
8,4.38,N/A
,,
3,6.33,N/A
,,
N/A,N/A,N/A
,,
4,5.25,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
14,6.43,N/A
,,
2,6.5,N/A
,,
13,3.88,N/A
,,
10,3.7,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,5.8,N/A
,,
N/A,N/A,N/A
,,
2,4.5,N/A
,,
6,6.5,N/A
,,
8,2.75,N/A
,,
21,5.95,N/A
,,
26,6.43,N/A
,,
25,6.45,N/A
,,
3,5,N/A
,,
8,5.31,N/A
,,
N/A,N/A,N/A
,,
1,3,N/A
,,
11,4.91,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
3,6.67,N/A
,,
4,5.5,N/A
,,
27,5.27,N/A
,,
2,7,N/A
,,
2,4,N/A
,,
1,5,N/A
,,
14,4.07,N/A
,,
17,4.88,N/A
,,
2,3.5,N/A
,,
1,4,N/A
,,
4,5,N/A
,,
3,5,N/A
,,
16,5.78,N/A
,,
6,3.33,N/A
,,
2,1,N/A
,,
1,4,N/A
,,
18,5.22,N/A
,,
8,4.62,N/A
,,
3,5.33,N/A
,,
27,3.17,N/A
,,
15,4.13,N/A
,,
15,6,N/A
,,
1,4,N/A
,,
23,6.18,N/A
,,
23,6.85,N/A
,,
5,6.6,N/A
,,
3,6.27,N/A
,,
19,2.04,N/A
,,
N/A,N/A,N/A
,,
162,6.58,5.628
,,
59,7.04,5.545
,,
24,6.41,N/A
,,
4,6,N/A
,,
N/A,N/A,N/A
,,
1,8,N/A
,,
8,4.75,N/A
,,
N/A,N/A,N/A
,,
6,5.92,N/A
,,
1,3,N/A
,,
1,8,N/A
,,
1,6,N/A
,,
6,2.17,N/A
,,
24,4.97,N/A
,,
6,6.35,N/A
,,
12,6.5,N/A
,,
5,5.9,N/A
,,
3,5.5,N/A
,,
N/A,N/A,N/A
,,
3,3.67,N/A
,,
30,7.15,5.546
,,
27,5.87,N/A
,,
3,5.5,N/A
,,
8,4.75,N/A
,,
15,6.03,N/A
,,
14,7.04,N/A
,,
16,5.69,N/A
,,
2,5,N/A
,,
19,2.58,N/A
,,
8,4.5,N/A
,,
8,4.62,N/A
,,
2,5,N/A
,,
8,5.29,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
1,7,N/A
,,
6,4.25,N/A
,,
4,5.75,N/A
,,
7,5.73,N/A
,,
N/A,N/A,N/A
,,
1,6.66,N/A
,,
17,6.1,N/A
,,
1935,7.82,6.877
,,
4,5.12,N/A
,,
22,6.95,N/A
,,
1,8,N/A
,,
21,7.1,N/A
,,
1,5,N/A
,,
10,5.4,N/A
,,
16,5.88,N/A
,,
28,5.12,N/A
,,
10,4.55,N/A
,,
2,5.6,N/A
,,
8,3.88,N/A
,,
3,4.33,N/A
,,
7,6.14,N/A
,,
5,5.6,N/A
,,
5,6.5,N/A
,,
6,5.67,N/A
,,
1,7,N/A
,,
12,4.33,N/A
,,
202,6.04,5.549
,,
147,5.88,5.518
,,
113,6.37,5.549
,,
20,5.59,N/A
,,
8,5.44,N/A
,,
4,4.25,N/A
,,
N/A,N/A,N/A
,,
18,6.67,N/A
,,
675,6.37,5.755
,,
25,6.78,N/A
,,
1,7,N/A
,,
9,6.06,N/A
,,
9,5.78,N/A
,,
19,4,N/A
,,
5,6.9,N/A
,,
1,4.45,N/A
,,
N/A,N/A,N/A
,,
5,4.6,N/A
,,
1,5.5,N/A
,,
8,6.44,N/A
,,
16,6.72,N/A
,,
4,5.12,N/A
,,
N/A,N/A,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
5,4.1,N/A
,,
6,6.17,N/A
,,
N/A,N/A,N/A
,,
1,6.5,N/A
,,
2,3.5,N/A
,,
28,5.13,N/A
,,
7,5.71,N/A
,,
2,1.5,N/A
,,
24,5.33,N/A
,,
12,5.89,N/A
,,
1,6,N/A
,,
15,6.13,N/A
,,
6,5.67,N/A
,,
7,5.97,N/A
,,
5,6.22,N/A
,,
2,6,N/A
,,
1,5.6,N/A
,,
9,3.78,N/A
,,
17,3.62,N/A
,,
28,6.04,N/A
,,
21,5.4,N/A
,,
N/A,N/A,N/A
,,
3,4,N/A
,,
19,5.5,N/A
,,
116,6.67,5.598
,,
2,7,N/A
,,
N/A,N/A,N/A
,,
2,4.5,N/A
,,
1,3,N/A
,,
10,4.45,N/A
,,
3,4.33,N/A
,,
3,4,N/A
,,
7,7.5,N/A
,,
5,3.74,N/A
,,
6,5.08,N/A
,,
3,5.33,N/A
,,
10,5.65,N/A
,,
4,6,N/A
,,
3,4.67,N/A
,,
1,5,N/A
,,
688,6.86,5.945
,,
3,7,N/A
,,
13,6.15,N/A
,,
4,3.75,N/A
,,
5,4.8,N/A
,,
15,5.43,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
11,5.27,N/A
,,
3,4.9,N/A
,,
4,6.25,N/A
,,
10,6.9,N/A
,,
2,5,N/A
,,
28,6.38,N/A
,,
21,5.05,N/A
,,
20,5.33,N/A
,,
18,4.01,N/A
,,
1,2,N/A
,,
20,5.05,N/A
,,
9,4.44,N/A
,,
7,5,N/A
,,
12,5.12,N/A
,,
19,7.45,N/A
,,
8,4.94,N/A
,,
4,5.5,N/A
,,
9,5.22,N/A
,,
18,4.86,N/A
,,
18,6.17,N/A
,,
4,6.38,N/A
,,
251,8.43,5.961
,,
116,8.02,5.713
,,
6,6.17,N/A
,,
3,5.5,N/A
,,
5,4.7,N/A
,,
2,5.25,N/A
,,
14,6.76,N/A
,,
9,5.33,N/A
,,
9,4.06,N/A
,,
28,7.33,N/A
,,
26,5.41,N/A
,,
69,6.54,5.547
,,
23,6.15,N/A
,,
27,6.83,N/A
,,
830,5.89,5.619
,,
5,6.4,N/A
,,
1,6,N/A
,,
2,4,N/A
,,
6,4.5,N/A
,,
5,4.7,N/A
,,
N/A,N/A,N/A
,,
1,6,N/A
,,
1,8,N/A
,,
4,5.62,N/A
,,
1,3,N/A
,,
2,5.5,N/A
,,
13,5.87,N/A
,,
1,3,N/A
,,
8,5.62,N/A
,,
16,5,N/A
,,
N/A,N/A,N/A
,,
5,5.4,N/A
,,
N/A,N/A,N/A
,,
2,5,N/A
,,
8,6.69,N/A
,,
N/A,N/A,N/A
,,
10,4.9,N/A
,,
6,5.75,N/A
,,
17,6.12,N/A
,,
5,6.8,N/A
,,
7,5.43,N/A
,,
N/A,N/A,N/A
,,
5,5.9,N/A
,,
5,4,N/A
,,
19,4.16,N/A
,,
5,3.9,N/A
,,
N/A,N/A,N/A
,,
6,5.78,N/A
,,
2,8,N/A
,,
4,3,N/A
,,
4,2.75,N/A
,,
4,4.5,N/A
,,
6,5.17,N/A
,,
2,3,N/A
,,
59,6.76,5.547
,,
20,5.71,N/A
,,
7,6.79,N/A
,,
1,5,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
24,4.88,N/A
,,
14,6.18,N/A
,,
1,1,N/A
,,
N/A,N/A,N/A
,,
2,5.25,N/A
,,
4,4.88,N/A
,,
4,4.12,N/A
,,
11,5.27,N/A
,,
1,5,N/A
,,
10,6.3,N/A
,,
2,3,N/A
,,
19,3.97,N/A
,,
12,6.83,N/A
,,
12,3.56,N/A
,,
1,6.75,N/A
,,
N/A,N/A,N/A
,,
1,5,N/A
,,
1,4,N/A
,,
1,2,N/A
,,
11,5.32,N/A
,,
23,5.04,N/A
,,
11,6.15,N/A
,,
4,2.47,N/A
,,
1,3,N/A
,,
3,5.67,N/A
,,
N/A,N/A,N/A
,,
8,6.75,N/A
,,
N/A,N/A,N/A
,,
3,6.67,N/A
,,
4,7,N/A
,,
N/A,N/A,N/A
,,
2,3.5,N/A
,,
22,7.39,N/A
,,
15,7.77,N/A
,,
213,5.54,5.503
,,
10,5.53,N/A
,,
1,6,N/A
,,
4,8.53,N/A
,,
1,3,N/A
,,
12,3.5,N/A
,,
9,5.08,N/A
,,
5,5,N/A
,,
8,6.31,N/A
,,
14,6.57,N/A
,,
1,6,N/A
,,
24,5.31,N/A
,,
16,6.03,N/A
,,
16,3.53,N/A
,,
26,5.29,N/A
,,
16,5.66,N/A
,,
3,7.17,N/A
,,
13,5.38,N/A
,,
16,5.89,N/A
,,
10,5,N/A
,,
15,5.8,N/A
,,
25,4.42,N/A
,,
1,6.5,N/A
,,
17,5.43,N/A
,,
5,4.2,N/A
,,
6,7,N/A
,,
24,6.71,N/A
,,
9,4.67,N/A
,,
3,4.5,N/A
,,
8,3.25,N/A
,,
1,4,N/A
,,
N/A,N/A,N/A
,,
5,3.4,N/A
,,
16,4.5,N/A
,,
1,6,N/A
,,
N/A,N/A,N/A
,,
N/A,N/A,N/A
,,
9,6.33,N/A
,,
3,4,N/A
,,
1,4,N/A
,,
3,5.67,N/A
,,
4,6.25,N/A
